Kod	Nazwa
27S13/11 F/F	Sklejka liściasta foliowana 27x1525x3050 F/F
27S13/12 F/F	Sklejka liściasta foliowana 27x1500x3000 F/F
27S14/03 F/W	Sklejka liściasta foliowana 27x1220x2440 F/W
27S14/05 F/W	Sklejka liściasta antypoślizgowa 27x1250x2500 F/W
27S14/05 F/W 220	Sklejka liściasta antypoślizgowa 27x1250x2500 F/W 220 g/m2
27S14/05 F/W grey	Sklejka liściasta antypoślizgowa 27x1250x2500 F/W szara
27S14/05 F/W l.br.	Sklejka liściasta antypoślizgowa 27x1250x2500 F/W jasny brąz
27S14/05 F/W logo	Sklejka liściasta antypoślizgowa 27x1250x2500 F/W logo
27S14/05 F/WH+	sklejka liściasta WD, gr. 27 mm, antypoślizgowa Heksa Plus
27S14/05 F/WH+ grey	Sklejka liściasta antypoślizgowa 27x1250x2500 F/W heksa plus szara
27S14/05 F/WH+ grey/d.br.	Sklejka liściasta antypoślizgowa 27x1250x2500 F/WH+ Heksa Plus szara/brąz
27S14/05 W/F 220	Sklejka liściasta antypoślizgowa 27x1250x2500 F/W 220/220 FSC Mix Credit SGSCH-COC-009690
27S14/07 F/W	Sklejka liściasta antypoślizgowa 27x1500x2500 F/W
27S14/09 F/W	Sklejka liściasta antypoślizgowa 27x1525x2500 F/W
27S14/11 F/W	Sklejka liściasta antypoślizgowa 27x1525x3050 F/W
27S14/12 F/W	Sklejka liściasta antypoślizgowa 27x1500x3000 F/W
27S14/12 F/W grey/d.br.	Sklejka liściasta antypoślizgowa 27x1500x3000 F/W szara/ciemny brąz
27S14/21 F/W	Sklejka liściasta antypoślizgowa 27x2150x3850 F/W
27S14/28 F/W	Sklejka liściasta antypoślizgowa 27x1525x3000 F/W
27S14/39 F/W	Sklejka liściasta antypoślizgowa 27x1220x2500 F/W
27S14/39 F/WT	Sklejka liściasta antypoślizgowa 27x1220x2500 F/W transparentna
27S14/60 F/W	Sklejka liściasta antypoślizgowa 27x1250x2750 F/W
27S15/03 F/W	Sklejka liściasta antypoślizgowa 27x1220x2440 F/W
27S15/05 F/W	Sklejka liściasta antypoślizgowa 27x1250x2500 F/W
27S15/07 F/W	Sklejka liściasta antypoślizgowa 27x1500x2500 F/W
27S15/09 F/W	Sklejka liściasta antypoślizgowa 27x1525x2500 F/W
27S15/11 F/W	Sklejka liściasta antypoślizgowa 27x1525x3050 F/W
27S15/12 F/W	Sklejka liściasta antypoślizgowa 27x1500x3000 F/W
27S15/27 F/W	Sklejka liściasta antypoślizgowa 27x2150x3850 F/W
27S15/28 F/W	Sklejka liściasta antypoślizgowa 27x1525x3000 F/W
27S15/60 F/W	Sklejka liściasta antypoślizgowa 27x1250x2750 F/W
27S15/62 F/W	Sklejka liściasta antypoślizgowa 27x2150x3050 F/W
27S15/77 F/W	Sklejka liściasta antypoślizgowa 27x2290x4000 F/W
27S16/05 W/W	Sklejka liściasta antypoślizgowa 27x1250x2500 W/W
27S16/09 W/W	Sklejka liściasta antypoślizgowa 27x1525x2500 W/W
27S16/12/ W/W	Sklejka liściasta antypoślizgowa 27x1500x3000 W/W
27S16/60 W/W	Sklejka liściasta antypoślizgowa 27x1250x2750 W/W
27S18/03 E	Sklejka liściasta wodoodporna 27x1220x2440 CP/C
27S18/05 E	Sklejka liściasta wodoodporna 27x1250x2500 CP/C
27S18/06 E	Sklejka liściasta wodoodporna 27x2500x1250 CP/C
27S18/11 E	Sklejka liściasta wodoodporna 27x1525x3050 CP/C
27S18/12 E	Sklejka liściasta wodoodporna 27x1500x3000 CP/C
27S22/02 B	Sklejka liściasta suchotrwała 27x1525x1525 BB/C
27S22/05 E	Sklejka liściasta wodoodporna 27x1250x2500 BB/C
27S22/11 E	Sklejka liściasta wodoodporna 27x1525x3050 BB/C
27S22/12 E	Sklejka liściasta wodoodporna 27x1500x3000 BB/C
28S06/05 E	Sklejka liściasta wodoodporna 28x1250x2500 BB/WG
28S09/05 E	Sklejka liściasta wodoodporna 28x1250x2500 WG/WG
28S09/75 E	Sklejka liściasta wodoodporna 28x2150x4000 WG/WG
28S11/03 E	Sklejka liściasta wodoodporna 28x1220x2440
28S11/03 E S2S	Sklejka liściasta wodoodporna 28x1220x2440 S2S
28S11/05 E	Sklejka liściasta wodoodporna 28x1250x2500
28S11/05 PQ	Sklejka liściasta foliowana 28x1250x2500
28S11/07 E PQ	Sklejka liściasta foliowana 28x1500x2500
28S11/09 E S2S	Sklejka liściasta wodoodporna 28x1525x2500 S2S
28S11/09 PQ	Sklejka liściasta wodoodporna 28x1525x2500
28S11/11 E S2S	Sklejka liściasta wodoodporna 28x1525x3050 S2S
28S11/12 E PQ	Sklejka liściasta foliowana 28x1500x3000
28S11/12 E S2S	Sklejka liściasta wodoodporna 28x1500x3000 S2S
28S11/26 PQ F	Sklejka liściasta wodoodporna 28x2150x1250
28S11/28 PQ	Sklejka liściasta wodoodporna 28x1525x2500
28S11/64 PQ	Sklejka liściasta wodoodporna 28x1200x2400
28S13/77 F/F	Sklejka liściasta antypoślizgowa 28x2290x4000 F/F
28S14/05 F/W	Sklejka liściasta antypoślizgowa 28x1250x2500 F/W
28S14/07 F/W	Sklejka liściasta antypoślizgowa 28x1500x2500 F/W
28S14/07 F/W LOGO	Sklejka liściasta antypoślizgowa 28x1500x2500 F/W logo
28S14/09 F/W	Sklejka liściasta antypoślizgowa 28x1525x2500 F/W
28S14/11 F/W	Sklejka liściasta antypoślizgowa 28x1525x3050 F/W
28S14/64 F/W	Sklejka liściasta antypoślizgowa 28x1200x2400 F/W
28S15/05 F/W	Sklejka liściasta antypoślizgowa 28x1250x2500 F/W
28S15/07 F/W	Sklejka liściasta antypoślizgowa 28x1500x2500 F/W
28S15/09 F/W	Sklejka liściasta antypoślizgowa 28x1525x2500 F/W
28S15/11 F/W	Sklejka liściasta antypoślizgowa 28x1525x3050 F/W
28S15/27 F/W	Sklejka liściasta antypoślizgowa 28x2150x3850 F/W
28S15/77 F/W	Sklejka liściasta antypoślizgowa 28x2290x4000 F/W
28S15/94 F/W	Sklejka liściasta antypoślizgowa 28x1250x3660 F/W
28S22/12 E	Sklejka liściasta wodoodporna 28x1500x3000 BB/C
30S02/04 E	Sklejka liściasta wodoodporna 30x2440x1220 B/BB
30S02/06 E	Sklejka liściasta wodoodporna 30x2500x1250 B/BB
30S03/06 E	Sklejka liściasta wodoodporna 30x2500x1250 S/BB
30S03/11 E	Sklejka liściasta wodoodporna 30x1525x3050 S/BB
30S04/03 E	Sklejka liściasta wodoodporna 30x1220x2440 BB/BB
30S04/04 E	Sklejka liściasta wodoodporna 30x2440x1220 BB/BB
30S04/05 E	Sklejka liściasta wodoodporna 30x1250x2500 BB/BB
30S04/06 E	Sklejka liściasta wodoodporna 30x2500x1250 BB/BB
30S04/09 E	Sklejka liściasta wodoodporna 30x1525x2500 BB/BB
30S04/11 E	Sklejka liściasta wodoodporna 30x1525x3050 BB/BB
30S04/12 E	Sklejka liściasta wodoodporna 30x1500x3000 BB/BB
30S04/12 MR	Sklejka liściasta suchotrwała 30x1500x3000 BB/BB
30S04/14 E	Sklejka liściasta wodoodporna 30x1220x3050 BB/BB
30S04/29 E	Sklejka liściasta wodoodporna 30x1250x3050 BB/BB
30S05/02	Sklejka liściasta suchotrwała 30x1525x1525 BB/CP
30S05/03 E	Sklejka liściasta wodoodporna 30x1220x2440 BB/CP
30S05/04 E	Sklejka liściasta wodoodporna 30x2440x1220 BB/CP
30S05/05 E	Sklejka liściasta wodoodporna 30x1250x2500 BB/CP
30S05/06 E	Sklejka liściasta wodoodporna 30x2500x1250 BB/CP
30S05/06 MR	Sklejka liściasta suchotrwała 30x2500x1250 BB/CP
30S05/07 E	Sklejka liściasta wodoodporna 30x1500x2500 BB/CP
30S05/09 E	Sklejka liściasta wodoodporna 30x1525x2500 BB/CP
30S05/11	Sklejka liściasta wodoodporna 30x1525x3050 BB/CP
30S05/11 MR	Sklejka liściasta suchotrwała 30x1525x3050 BB/CP
30S05/12 E	Sklejka liściasta wodoodporna 30x1500x3000 BB/CP
30S06/02 E	Sklejka liściasta wodoodporna 30x1525x1525 BB/WG
30S06/03 E	Sklejka liściasta wodoodporna 30x1220x2440 BB/WG
30S06/04 E	Sklejka liściasta wodoodporna 30x2440x1220 BB/WG
30S06/05 E	Sklejka liściasta wodoodporna 30x1250x2500 BB/WG
30S06/05 MR	Sklejka liściasta suchotrwała 30x1250x2500 BB/WG
30S06/06 E	Sklejka liściasta wodoodporna 30x2500x1250 BB/WG
30S06/11 E	Sklejka liściasta wodoodporna 30x1525x3050 BB/WG
30S06/12 E	Sklejka liściasta wodoodporna 30x1500x3000 BB/WG
30S06/27 E	Sklejka liściasta wodoodporna 30x2150x3850 BB/WG
30S06/29 E	Sklejka liściasta wodoodporna 30x1250x3050 BB/WG
30S06/77 E	Sklejka liściasta wodoodporna 30x2290x4000 BB/WG
30S06/MAL E	Sklejka brzozowa WD, 1200x600mm
30S06/MAL MR PRIME	Sklejka brzozowa MR lakier 961x600mm
30S06/xcut 1	sklejka liściasta WD, gr. 30 mm 750x1500mm
30S06/xcut 2	sklejka liściasta WD, gr. 30 mm 750x2000mm
30S07/02	Sklejka liściasta suchotrwała 30x1525x1525 CP/CP
30S07/03 E	Sklejka liściasta wodoodporna 30x1220x2440 CP/CP
30S07/04 E	Sklejka liściasta wodoodporna 30x2440x1220 CP/CP
30S07/05 E	Sklejka liściasta wodoodporna 30x1250x2500 CP/CP
30S07/06 E	Sklejka liściasta wodoodporna 30x2500x1250 CP/CP
30S07/06 MR	Sklejka liściasta suchotrwała 30x2500x1250 CP/CP
30S07/09 E	Sklejka liściasta wodoodporna 30x1525x2500 CP/CP
30S07/11 E	Sklejka liściasta wodoodporna 30x1525x3050 CP/CP
30S07/12 E	Sklejka liściasta wodoodporna 30x1500x3000 CP/CP
30S08/57 E	Sklejka liściasta wodoodporna 30x2150x3340 WGE/WGE
30S09/02 E	Sklejka liściasta wodoodporna 30x1525x1525 WG/WG
30S09/03 E	Sklejka liściasta wodoodporna 30x1220x2440 WG/WG
30S09/04 E	Sklejka liściasta wodoodporna 30x2440x1220 WG/WG
30S09/05 E	Sklejka liściasta wodoodporna 30x1250x2500 WG/WG
30S09/06 E	Sklejka liściasta wodoodporna 30x2500x1250 WG/WG
30S09/104 E	Sklejka liściasta wodoodporna 30x1850x3660 WG/WG
30S09/11 E	Sklejka liściasta wodoodporna 30x1525x3050 WG/WG
30S09/12 E	Sklejka liściasta wodoodporna 30x1500x3000 WG/WG
30S09/14 E	Sklejka liściasta wodoodporna 30x1220x3050 WG/WG
30S09/27 E	Sklejka liściasta wodoodporna 30x2150x3850 WG/WG
30S09/57 E	Sklejka liściasta wodoodporna 30x2150x3340 WG/WG
30S09/76 E	Sklejka liściasta wodoodporna 30x1525x3660 WG/WG
30S10/02	Sklejka liściasta suchotrwała 30x1525x1525 C/C
30S10/03 CDX	Sklejka topola 30x1220x2440 C/C
30S10/05 E	Sklejka liściasta wodoodporna 30x1250x2500 C/C
30S10/05 E S2S	Sklejka liściasta wodoodporna 30x1250x2500 C/C S2S
30S10/06 E	Sklejka liściasta wodoodporna 30x2500x1250 C/C
30S10/11 E	Sklejka liściasta wodoodporna 30x1525x3050 C/C
30S10/11 E S2S	Sklejka liściasta wodoodporna 30x1525x3050 C/C
30S11/02 E	Sklejka liściasta wodoodporna 30x1525x1525
30S11/03 E	Sklejka liściasta wodoodporna 30x1220x2440
30S11/05 E	Sklejka liściasta wodoodporna 30x1250x2500
30S11/05 E S2S	Sklejka liściasta wodoodporna 30x1250x2500 S2S
30S11/05 PQ F	Sklejka liściasta wodoodporna 30x1250x2500 PQ F
30S11/05 PQ/PQ	Sklejka liściasta wodoodporna 30x1250x2500
30S11/06 E S2S	Sklejka liściasta wodoodporna 30x2500x1250 S2S
30S11/07 E	Sklejka liściasta wodoodporna 30x150x2500
30S11/07 E PQ	Sklejka liściasta wodoodporna 30x1500x2500
30S11/07 E S2S	Sklejka liściasta wodoodporna 30x1500x2500 S2S
30S11/07 MR	Sklejka liściasta suchotrwała 30x1500x2500
30S11/07 PQ F	Sklejka liściasta wodoodporna 30x1500x2500
30S11/09 E	Sklejka liściasta wodoodporna 30x1525x2500
30S11/09 E PQ	Sklejka liściasta wodoodporna 30x1525x2500
30S11/09 E S2S	Sklejka liściasta wodoodporna 30x1525x2500 S2S
30S11/09 PQ F	Sklejka liściasta wodoodporna 30x1525x2500
30S11/11 E	Sklejka liściasta wodoodporna 30x1525x3050
30S11/11 E S2S	Sklejka liściasta wodoodporna 30x1525x3050 S2S
30S11/12 E	Sklejka liściasta wodoodporna 30x1500x3000
30S11/12 PQ	Sklejka liściasta suchotrwała 30x1500x3000
30S11/26 E S2S	Sklejka liściasta wodoodporna 30x2150x1250 S2S
30S11/60 E S2S	Sklejka liściasta wodoodporna 30x1250x2750 S2S
30S11/64 PQ	Sklejka liściasta wodoodporna 30x1200x2400
30S12/03 F/F black	Sklejka liściasta foliowana 30x1220x2440 F/F black
30S12/03 F/F white	Sklejka liściasta foliowana 30x1220x2440 F/F biała
30S12/05 F/F	Sklejka liściasta foliowana 30x1250x2500 F/F
30S12/05 F/F black	Sklejka liściasta foliowana 30x1250x2500 F/F czarna
30S12/05 F/F grey	Sklejka liściasta foliowana 30x1250x2500 F/F szara
30S12/05 M/M white	Sklejka liściasta foliowana 30x1250x2500 M/M
30S12/09 F/F	Sklejka liściasta foliowana 30x1525x2500 F/F
30S12/11 F/F	Sklejka liściasta foliowana 30x1525x3050 F/F
30S12/12 F/F	Sklejka liściasta foliowana 30x1500x3000 F/F
30S12/12 F/F black	Sklejka liściasta foliowana 30x1500x3000 F/F czarna
30S12/12 F/F grey	Sklejka liściasta foliowana 30x1500x3000 F/F grey
30S12/12 M/M white	Sklejka liściasta foliowana 30x1500x3000 M/M
30S13/05 F/F	Sklejka liściasta foliowana 30x1250x2500 F/F
30S13/11 F/F	Sklejka liściasta foliowana 30x1525x3050 F/F
30S13/12 F/F	Sklejka liściasta foliowana 30x1500x3000 F/F
30S13/12 F/F PAINT	Sklejka liściasta foliowana 30x1500x3000 F/F PAINT
30S14/03 F/W	Sklejka liściasta antypoślizgowa 30x1220x2440 F/F
30S14/05 F/W	Sklejka liściasta antypoślizgowa 30x1250x2500 F/W
30S14/05 F/W H+	Sklejka liściasta antypoślizgowa 30x1250x2500 F/W Heksa plus
30S14/05 F/W LOGO	Sklejka liściasta antypoślizgowa 30x1250x2500 F/W logo
30S14/07 F/W	Sklejka liściasta antypoślizgowa 30x1500x2500 F/W
30S14/07 F/W Logo	Sklejka liściasta antypoślizgowa 30x1500x2500 F/W logo
30S14/09 F/W	Sklejka liściasta antypoślizgowa 30x1525x2500 F/W
30S14/09 F/W logo	Sklejka liściasta antypoślizgowa 30x1525x3050 F/W logo
30S14/11 F/W	Sklejka liściasta antypoślizgowa 30x1525x3050 F/W
30S14/12 F/W	Sklejka liściasta antypoślizgowa 30x1500x3000 F/W
30S14/12 F/WH+	Sklejka liściasta antypoślizgowa 30x1500x3000 F/W heksa plus
30S14/27 F/W	Sklejka liściasta antypoślizgowa 30x2150x3850 F/W
30S14/28 F/W	Sklejka liściasta antypoślizgowa 30x1525x3000 F/W
30S14/29 F/W	Sklejka liściasta antypoślizgowa 30x1250x3050 F/W
30S15/05 F/W	Sklejka liściasta antypoślizgowa 30x1250x2500 F/W
30S15/05 F/W H+ grey	Sklejka liściasta antypoślizgowa 30x1250x2500 F/W heksa plus szara
30S15/05 F/W logo	Sklejka liściasta antypoślizgowa 30x1250x2500 F/W logo
30S15/07 F/W	Sklejka liściasta antypoślizgowa 30x1500x2500 F/W
30S15/09 F/W	Sklejka liściasta antypoślizgowa 30x1525x2500 F/W
30S15/11 F/W	Sklejka liściasta antypoślizgowa 30x1525x3050 F/W
30S15/12 F/W	Sklejka liściasta antypoślizgowa 30x1500x3000 F/W
30S15/23 F/W	Sklejka liściasta antypoślizgowa 30x1500x2700 F/W
30S15/27 F/W	Sklejka liściasta antypoślizgowa 30x2150x3850 F/W
30S15/28 F/W	Sklejka liściasta antypoślizgowa 30x1525x3000 F/W
30S15/29 F/W	Sklejka liściasta antypoślizgowa 30x1250x3050 F/W
30S15/56 F/W	Sklejka liściasta antypoślizgowa 30x1525x2750 F/W
30S15/60 F/W	Sklejka liściasta antypoślizgowa 30x1250x2750 F/W
30S15/62 F/W	Sklejka liściasta antypoślizgowa 30x2150x3050 F/W
30S15/62 F/W logo	Sklejka liściasta antypoślizgowa 30x2150x3050 F/W logo
30S15/69 F/W logo krone	Sklejka liściasta antypoślizgowa 30x2150x1525 F/W logo KRONE
30S15/76 F/W	Sklejka liściasta antypoślizgowa 30x1525x3660 F/W
30S15/90 F/W	Sklejka liściasta antypoślizgowa 30x1525x3340 F/W
30S15/98 F/W	Sklejka liściasta antypoślizgowa 30x1250x3340 F/W
30S18/02	Sklejka liściasta suchotrwała 30x1525x1525 CP/C
30S18/02 B	Sklejka liściasta suchotrwała 30x1525x1525 CP/C
30S18/04 E	Sklejka liściasta wodoodporna 30x2440x1220 CP/C
30S18/05 E	Sklejka liściasta wodoodporna 30x1250x2500 CP/C
30S18/06 E	Sklejka liściasta wodoodporna 30x2500x1250 CP/C
30S18/07 E	Sklejka liściasta wodoodporna 30x1500x2500 CP/C
30S18/09 E	Sklejka liściasta wodoodporna 30x1525x2500 CP/C
30S18/11	Sklejka liściasta brzozowa 30x1525x3050 CP/C
30S18/11 E	Sklejka liściasta wodoodporna 30x1525x3050 CP/C
30S18/12 E	Sklejka liściasta wodoodporna 30x1500x3000 CP/C
30S22/04 E	Sklejka liściasta wodoodporna 30x2440x1220 BB/C
30S22/05 E	Sklejka liściasta wodoodporna 30x1250x2500 BB/C
30S22/06 E	Sklejka liściasta wodoodporna 30x2500x1250 BB/C
30S22/07 E	Sklejka liściasta wodoodporna 30x1500x2500 BB/C
30S22/09 E	Sklejka liściasta wodoodporna 30x1525x2500 BB/C
30S22/11 E	Sklejka liściasta wodoodporna 30x1525x3050 BB/C
30S22/12 E	Sklejka liściasta wodoodporna 30x1500x3000 BB/C
31S09/06 E	Sklejka liściasta wodoodporna 31x2500x1250 WG/WG
35S04/06 E	Sklejka liściasta wodoodporna 35x2500x1250 BB/BB
35S04/12 E	Sklejka liściasta wodoodporna 35x1500x3000 BB/BB
35S05/05 E	Sklejka liściasta wodoodporna 35x1250x2500 BB/CP
35S05/06 E	Sklejka liściasta wodoodporna 35x2500x1250 BB/CP
35S05/12 E	Sklejka liściasta wodoodporna 35x1500x3000 BB/CP
35S06/04 E	Sklejka liściasta wodoodporna 35x2440x1220 BB/WG
35S06/05 E	Sklejka liściasta wodoodporna 35x1250x2500 BB/WG
35S06/06 E	Sklejka liściasta wodoodporna 35x2500x1250 BB/WG
35S06/11 E	Sklejka liściasta wodoodporna 35x1525x3050 BB/WG
35S07/04 E	Sklejka liściasta wodoodporna 35x2440x1220 CP/CP
35S07/05 E	Sklejka liściasta wodoodporna 35x1250x2500 CP/CP
35S07/06 E	Sklejka liściasta wodoodporna 35x2500x1250 CP/CP
35S07/11 E	Sklejka liściasta wodoodporna 35x1525x3050 CP/CP
35S07/12 E	Sklejka liściasta wodoodporna 35x1500x3000 CP/CP
35S09/03 E	Sklejka liściasta wodoodporna 35x1220x2440 WG/WG
35S09/04 E	Sklejka liściasta wodoodporna 35x2440x1220 WG/WG
35S09/05 E	Sklejka liściasta wodoodporna 35x1250x2500 WG/WG
35S09/06 E	Sklejka liściasta wodoodporna 35x2500x1250 WG/WG
35S09/11 E	Sklejka liściasta wodoodporna 35x1525x3050 WG/WG
35S09/12 E	Sklejka liściasta wodoodporna 35x1500x3000 WG/WG
35S10/07 E	Sklejka liściasta wodoodporna 35x1500x2500 C/C
35S10/09 E	Sklejka liściasta wodoodporna 35x1525x2500 C/C
35S10/11 E	Sklejka liściasta wodoodporna 35x1525x3050 C/C
35S10/12 E	Sklejka liściasta wodoodporna 35x1500x3000 C/C
35S11/03 E S2S	Sklejka liściasta wodoodporna 35x1220x2440 S2S
35S11/05 E S2S	Sklejka liściasta wodoodporna 35x1250x2500 S2S
35S11/05 PQ/PQ	Sklejka liściasta suchotrwała 35x1250x2500
35S11/07	Sklejka liściasta wodoodporna 35x1500x2500
35S11/11 S2S	Sklejka liściasta wodoodporna 35x1525x3050 S2S
35S11/64 E S2S	Sklejka liściasta wodoodporna 35x1200x2400 S2S
35S12/03 F/F grey	Sklejka liściasta foliowana 35x1220x2440 F/F szara
35S12/05 F/F	Sklejka liściasta foliowana 35x1250x2500 F/F
35S13/12 F/F	Sklejka liściasta foliowana 35x1500x3000 F/F
35S14/05 F/W	Sklejka liściasta antypoślizgowa 35x1250x2500 F/W
35S14/07 F/W	Sklejka liściasta antypoślizgowa 35x1500x2500 F/W
35S14/09 F/W	Sklejka liściasta antypoślizgowa 35x1525x2500 F/W
35S14/11 F/W	Sklejka liściasta antypoślizgowa 35x1525x3050 F/W
35S15/05 F/W	Sklejka liściasta antypoślizgowa 35x1250x2500 F/W
35S15/09 F/W	Sklejka liściasta antypoślizgowa 35x1525x2500 F/W
35S15/11 F/W	Sklejka liściasta antypoślizgowa 35x1525x3050 F/W
35S15/12 F/W	Sklejka liściasta antypoślizgowa 35x1500x3000 F/W
35S15/28 F/W	Sklejka liściasta antypoślizgowa 35x1525x3000 F/W
35S18/03 E	Sklejka liściasta wodoodporna 35x1220x2440 CP/C
35S18/05 E	Sklejka liściasta wodoodporna 35x1250x2500 CP/C
35S18/06 E	Sklejka liściasta wodoodporna 35x2500x1250 CP/C
35S18/09 E	Sklejka liściasta wodoodporna 35x1525x2500 CP/C
35S18/11 E	Sklejka liściasta wodoodporna 35x1525x3050 CP/C
35S18/12 E	Sklejka liściasta wodoodporna 35x1500x3000 CP/C
35S22/12 E	Sklejka liściasta wodoodporna 35x1500x3000 BB/C
38S05/05 E	Sklejka liściasta wodoodporna 38x1250x2500 BB/CP
39S09/05 E	Sklejka liściasta wodoodporna 39x1250x2500 WG/WG
40S03/12 E	Sklejka liściasta wodoodporna 40x1500x3000 S/BB
40S04/05 E	Sklejka liściasta wodoodporna 40x1250x2500 BB/BB
40S04/06 E	Sklejka liściasta wodoodporna 40x2500x1250 BB/BB
40S04/09 E	Sklejka liściasta wodoodporna 40x1525x2500 BB/BB
40S04/11 E	Sklejka liściasta wodoodporna 40x1525x3050 BB/BB
40S04/12 E	Sklejka liściasta wodoodporna 40x1500x3000 BB/BB
40S04/12E	Sklejka liściasta wodoodporna 40x1500x3000 BB/BB
40S04/75 E	Sklejka liściasta wodoodporna 40x2150x4000 BB/BB
40S05/05 E	Sklejka liściasta wodoodporna 40x1250x2500 BB/CP
40S05/05 E BUK	sklejka bukowa WD, gr. 40 mm
40S05/06 E	Sklejka liściasta wodoodporna 40x2500x1250 BB/CP
40S05/12 E	Sklejka liściasta wodoodporna 40x1500x3000 BB/CP
40S06/03 E	Sklejka liściasta wodoodporna 40x1220x2440 BB/WG
40S06/04 E	Sklejka liściasta wodoodporna 40x2440x1220 BB/WG
40S06/05 E	Sklejka liściasta wodoodporna 40x1250x2500 BB/WG
40S06/06 E	Sklejka liściasta wodoodporna 40x2500x1250 BB/WG
40S06/07 E	Sklejka liściasta wodoodporna 40x1500x2500 BB/WG
40S06/11 E	Sklejka liściasta wodoodporna 40x1525x3050 BB/WG
40S06/12 E	Sklejka liściasta wodoodporna 40x1500x3000 BB/WG
40S07/05 E	Sklejka liściasta wodoodporna 40x1250x2500 CP/CP
40S07/06 E	Sklejka liściasta wodoodporna 40x2500x1250 CP/CP
40S07/11 E	Sklejka liściasta wodoodporna 40x1525x3050 CP/CP
40S07/12 E	Sklejka liściasta wodoodporna 40x1500x3000 CP/CP
40S09/03 E	Sklejka liściasta wodoodporna 40x1220x2400 WG/WG
40S09/04 E	Sklejka liściasta wodoodporna 40x2440x1220 WG/WG
40S09/05 E	Sklejka liściasta wodoodporna 40x1250x2500 WG/WG
40S09/06 E	Sklejka liściasta wodoodporna 40x2500x1250 WG/WG
40S09/07 E	Sklejka liściasta wodoodporna 40x1500x2500 WG/WG
40S09/09 E	Sklejka liściasta wodoodporna 40x1525x2500 WG/WG
40S09/11 E	Sklejka liściasta wodoodporna 40x1525x3050 WG/WG
40S09/12 E	Sklejka liściasta wodoodporna 40x1500x3000 WG/WG
40S09/27 E	Sklejka liściasta wodoodporna 40x2150x3850 WG/WG
40S09/64 E	Sklejka liściasta wodoodporna 40x1200x2400 WG/WG
40S10/06 E	Sklejka liściasta wodoodporna 40x2500x1250 C/C
40S10/12 E	Sklejka liściasta wodoodporna 40x1500x3000 C/C
40S10/76 E	Sklejka liściasta wodoodporna 40x1525x3660 C/C
40S11/03 E S2S	Sklejka liściasta wodoodporna 40x1220x2440 S2S
40S11/04 E	Sklejka liściasta wodoodporna 40x2440x1220
40S11/05 E S2S	Sklejka liściasta wodoodporna 40x1250x2500mm
40S11/06 E	Sklejka liściasta wodoodporna 40x2500x1250
40S11/06 E S2S	Sklejka liściasta wodoodporna 40x2500x1250mm
40S11/07 E S2S	Sklejka liściasta wodoodporna 40x1500x2500 S2S
40S11/11 E S2S	Sklejka liściasta wodoodporna 40x1525x3050 S2S
40S11/12 E	Sklejka liściasta wodoodporna 40x1500x3000 mm
40S12/05 F/F	Sklejka liściasta foliowana 40x1250x2500 F/F
40S12/05 F/F black	Sklejka liściasta foliowana 40x1250x2500 F/F czarna
40S13/05 F/F	Sklejka liściasta foliowana 40x1250x2500 F/F
40S13/05 F/F Black	Sklejka liściasta foliowana 40x1250x2500 F/F czarna
40S13/12 F/F	Sklejka liściasta foliowana 40x1500x3000 F/F
40S14/05 F/W	Sklejka liściasta antypoślizgowa 40x1250x2500 F/W
40S14/05 F/WH+	Sklejka liściasta antypoślizgowa 40x1250x2500 F/W heksa plus
40S14/05 F/WH+ black	Sklejka liściasta antypoślizgowa 40x1250x2500 F/W heksa plus czarna
40S14/07 F/W	Sklejka liściasta antypoślizgowa 40x1500x2500 F/W
40S14/09 F/W	Sklejka liściasta antypoślizgowa 40x1525x2500 F/W
40S14/11 F/W	Sklejka liściasta antypoślizgowa 40x1525x3050 F/W
40S14/12 F/W	Sklejka liściasta antypoślizgowa 40x1500x3000 F/W
40S14/62 F/W	Sklejka liściasta antypoślizgowa 40x2150x3050 F/W
40S15/05 F/W	Sklejka liściasta antypoślizgowa 40x1250x2500 F/W
40S15/07 F/W	Sklejka liściasta antypoślizgowa 40x1500x2500 F/W
40S15/09 F/W	Sklejka liściasta antypoślizgowa 40x1525x2500 F/W
40S15/12 F/W	Sklejka liściasta antypoślizgowa 40x1500x3000 F/W
40S18/05 E	Sklejka liściasta wodoodporna 40x1250x2500 CP/C
40S18/06 E	Sklejka liściasta wodoodporna 40x2500x1250 CP/C
40S18/11 E	Sklejka liściasta wodoodporna 40x1525x3050 CP/C
40S18/12 E	Sklejka liściasta wodoodporna 40x1500x3000 CP/C
